60.0         |       1
72.0         |       1
80.0         |       1
90.0         |       3
100.0        |       7
110.0        |       3
112.0        |       1
120.0        |       6
125.0        |       1
130.0        |       3
135.0        |       1
140.0        |       7
144.0        |       1
145.0        |       1
150.0        |      14
160.0        |      10
163.0        |       1
170.0        |       3
175.0        |       3
180.0        |       5
190.0        |       3
194.0        |       1
195.0        |       1
200.0        |       5
205.0        |       1
215.0        |       1
220.0        |       1
225.0        |       5
240.0        |       1
245.0        |       1
250.0        |       2
260.0        |       3
270.0        |       3
280.0        |       2
290.0        |       1
300.0        |       2
325.0        |       1
335.0        |       1
350.0        |       1
400.0        |       2
420.0        |       2
430.0        |       1
520.0        |       1
540.0        |       1
560.0        |       1
