12.0      |       1
14.0      |       2
17.0      |       1
18.0      |       1
19.0      |       2
20.0      |       4
21.0      |       2
22.0      |       2
23.0      |       1
24.0      |       1
25.0      |       1
26.0      |       2
27.0      |       1
28.0      |       2
29.0      |       2
30.0      |       1
31.0      |       1
32.0      |       3
34.0      |       1
35.0      |       2
36.0      |       2
37.0      |       1
41.0      |       2
42.0      |       2
43.0      |       2
44.0      |       1
45.0      |       1
47.0      |       1
48.0      |       3
49.0      |       1
50.0      |       1
52.0      |       2
54.0      |       3
58.0      |       2
59.0      |       1
60.0      |       1
61.0      |       2
67.0      |       1
68.0      |       1
69.0      |       1
71.0      |       1
78.0      |       1
79.0      |       1
80.0      |       1
81.0      |       1
83.0      |       2
88.0      |       1
91.0      |       1
98.0      |       1
109.0     |       1
118.0     |       1
142.0     |       2
156.0     |       2
